Tanggal,Judul,Media,Kategori,Link,Interpretasi singkat
5/21/2025,Perputaran Ekonomi dari MBG Bisa Capai Rp 572 Triliun,Liputan 6,Event Ekonomi / Konsumsi Nasional,https://www.liputan6.com/bisnis/read/6029608/perputaran-ekonomi-dari-mbg-bisa-capai-rp-572-triliun,Perhelatan MBG (Muslim Business Gathering) menghasilkan perputaran ekonomi besar dan memperkuat sektor konsumsi nasional.
5/21/2025,Hashim Djojohadikusumo Pede Ekonomi Indonesia Bisa Tumbuh 8%,Liputan 6,Ekonomi Makro / Optimisme Pertumbuhan,https://www.liputan6.com/bisnis/read/6029602/hashim-djojohadikusumo-pede-ekonomi-indonesia-bisa-tumbuh-8,Optimisme terhadap potensi ekonomi tinggi mencerminkan kepercayaan pada kebijakan fiskal baru.
5/21/2025,"BI Turunkan Proyeksi Pertumbuhan Ekonomi Indonesia Jadi 4,6–5,4% di 2025",Liputan 6,Ekonomi Makro / Moneter,https://www.liputan6.com/bisnis/read/6029234/bi-turunkan-proyeksi-pertumbuhan-ekonomi-indonesia-jadi-46-54-di-2025,Bank Indonesia menurunkan proyeksi pertumbuhan karena tekanan eksternal dan pelemahan ekspor.
5/22/2025,"Ekonomi Melambat, Sandiaga Dorong Pemerintah Beri Insentif Kelas Menengah",Detik,Ekonomi Nasional,https://www.detik.com/bali/bisnis/d-7926868/ekonomi-melambat-sandiaga-dorong-pemerintah-beri-insentif-kelas-menengah,"Berita ekonomi daerah yang mengutip pandangan Sandiaga Uno soal insentif fiskal. Nada konstruktif, mendorong kebijakan stimulus ekonomi."
5/22/2025,OJK: Ekonomi Global Mengalami Ketidakpastian Tinggi,Tempo,Ekonomi Global,https://www.tempo.co/ekonomi/ojk-ekonomi-global-mengalami-ketidakpastian-tinggi-2015796,OJK memperingatkan potensi risiko global terhadap stabilitas ekonomi Indonesia. Nada berita hati-hati dan waspada.
5/23/2025,"IMF Pangkas Proyeksi Pertumbuhan Ekonomi RI 2025 Jadi 4,7 Persen",CNN,Ekonomi Makro / Global,https://www.cnnindonesia.com/ekonomi/20250423122553-532-1221658/imf-pangkas-proyeksi-pertumbuhan-ekonomi-ri-2025-jadi-47-persen,"IMF menurunkan proyeksi pertumbuhan ekonomi Indonesia dari 5% menjadi 4,7%, menandakan kekhawatiran terhadap perlambatan ekonomi global dan kinerja ekspor domestik."
5/23/2025,Sri Mulyani Ungkap Tantangan Berat Urus APBN ke Depan,CNN,Ekonomi Fiskal / Kebijakan Anggaran,https://www.cnnindonesia.com/ekonomi/20250523123444-532-1232380/sri-mulyani-ungkap-tantangan-berat-urus-apbn-ke-depan,Sri Mulyani menyoroti tantangan menjaga defisit dan keberlanjutan fiskal di tengah peningkatan belanja negara dan perlambatan global.
5/23/2025,Sisi Lain Program MBG: Surga Lapangan Kerja hingga Dongkrak Ekonomi,Liputan 6,Program Pemerintah / Sosial Ekonomi,https://www.liputan6.com/bisnis/read/6031666/sisi-lain-program-mbg-surga-lapangan-kerja-hingga-dongkrak-ekonomi,Program Makan Bergizi (MBG) menciptakan lapangan kerja baru dan memperkuat ekonomi lokal.
5/24/2025,6 Stimulus Ekonomi Mulai 5 Juni 2025: Bantuan Upah hingga Diskon,Kompas,Ekonomi Pemerintahan,https://megapolitan.kompas.com/read/2025/05/24/23513211/6-stimulus-ekonomi-mulai-5-juni-2025-bantuan-upah-hingga-diskon,"Nada positif, menggambarkan langkah konkret pemerintah dalam menjaga daya beli."
5/24/2025,"Siap-Siap, Mau Ada Paket Stimulus Ekonomi Kuartal II",Liputan 6,Ekonomi Makro / Kebijakan,https://www.liputan6.com/bisnis/read/6032321/siap-siap-mau-ada-paket-stimulus-ekonomi-kuartal-ii,Pemerintah berencana meluncurkan stimulus tambahan pada kuartal II untuk mengimbangi perlambatan ekonomi global.
5/25/2025,RI-China Sepakat 12 Kerja Sama Bidang Ekonomi hingga Pengobatan,CNN,Ekonomi Internasional / Kerja Sama Bilateral,https://www.cnnindonesia.com/ekonomi/20250525144414-92-1232958/ri-china-sepakat-12-kerja-sama-bidang-ekonomi-hingga-pengobatan,"Indonesia dan China menandatangani 12 kesepakatan kerja sama strategis di sektor ekonomi, investasi, dan kesehatan."
5/25/2025,Ini Dampak Investasi China ke Ekonomi Indonesia,Liputan 6,Investasi Asing / Ekonomi Global,https://www.liputan6.com/bisnis/read/6033201/ini-dampak-investasi-china-ke-ekonomi-indonesia,Investasi China membantu membangun infrastruktur besar di Indonesia namun menimbulkan kekhawatiran soal ketergantungan ekonomi.
5/26/2025,Sri Mulyani Sampaikan Ketangguhan Ekonomi RI ke S&P Global,ANTARA,Diplomasi Ekonomi / Reputasi Keuangan,https://www.antaranews.com/berita/4859857/sri-mulyani-sampaikan-ketangguhan-ekonomi-ri-ke-sp-global,Sri Mulyani mempresentasikan ketahanan ekonomi Indonesia kepada lembaga pemeringkat internasional untuk menjaga kepercayaan investor.
5/26/2025,Kolaborasi Indonesia-Jepang Dorong Transformasi Ekonomi Berkelanjutan,Liputan 6,Kerja Sama Internasional / Ekonomi Hijau,https://www.liputan6.com/citizen6/read/6033623/kolaborasi-indonesia-jepang-dorong-transformasi-ekonomi-berkelanjutan,Kerja sama bilateral ini menitikberatkan pada investasi hijau dan ekonomi berkelanjutan.
5/27/2025,Ma’ruf Amin: Ekonomi Syariah Indonesia Seperti Macan Tidur,Kompas,Ekonomi Syariah,https://money.kompas.com/read/2025/05/27/194822926/maruf-amin-ekonomi-syariah-indonesia-seperti-macan-tidur,"Nada positif, mengandung optimisme kebangkitan ekonomi syariah nasional."
5/27/2025,Kuatkah 6 Hadiah Prabowo Sembuhkan Ekonomi RI?,CNN,Ekonomi Politik / Analisis Kebijakan,https://www.cnnindonesia.com/ekonomi/20250527061413-532-1233501/kuatkah-6-hadiah-prabowo-sembuhkan-ekonomi-ri,Artikel ini mengulas efektivitas enam program unggulan Prabowo (“6 Hadiah untuk Rakyat”) dalam memulihkan ekonomi dan daya beli masyarakat.
5/28/2025,Indonesia–Prancis Tanda Tangani Kerja Sama Penguatan Ekonomi Kreatif,Liputan 6,Ekonomi Kreatif / Kerja Sama Internasional,https://www.liputan6.com/news/read/6036669/indonesia-prancis-tanda-tangani-kerja-sama-penguatan-ekonomi-kreatif,Kerja sama ini bertujuan memperkuat ekonomi kreatif melalui pertukaran pengetahuan dan peluang investasi lintas negara.
6/2/2025,Pemerintah Luncurkan Lima Paket Stimulus Ekonomi: Berikut Daftarnya,Tempo,Kebijakan Ekonomi,https://www.tempo.co/ekonomi/pemerintah-luncurkan-lima-paket-stimulus-ekonomi-berikut-daftarnya-1623152,Liputan peluncuran awal paket stimulus ekonomi pemerintah; nada positif terhadap langkah pro-pertumbuhan.
6/2/2025,Presiden Prabowo Luncurkan Paket Stimulus Ekonomi Rp 24 Triliun,Tempo,Kebijakan Ekonomi,https://www.tempo.co/politik/presiden-prabowo-luncurkan-paket-stimulus-ekonomi-rp-24-triliun-1623114,Berita peluncuran besar paket stimulus oleh Presiden. Nada positif terhadap upaya percepatan ekonomi.
6/2/2025,Melihat Mesin Penggerak Ekonomi Prabowo pada Tiga Bulan Pertama 2025,CNN,Ekonomi Nasional / Pemerintahan,https://www.cnnindonesia.com/ekonomi/20250602171651-532-1235648/melihat-mesin-penggerak-ekonomi-prabowo-pada-tiga-bulan-pertama-2025,"Evaluasi awal kebijakan ekonomi Presiden Prabowo, menyoroti faktor konsumsi, investasi, dan belanja negara."
6/2/2025,Menkop: Koperasi Merah Putih Sebagai Perwujudan Ekonomi Pancasila,Liputan 6,Sosial Ekonomi / Koperasi,https://www.liputan6.com/bisnis/read/6040484/menkop-koperasi-merah-putih-sebagai-perwujudan-ekonomi-pancasila,Program Koperasi Merah Putih dinilai sebagai langkah konkret dalam memperkuat ekonomi berbasis gotong royong.
6/3/2025,Ekonom Sebut Stimulus Ekonomi Prabowo Tak Sentuh Kelas Menengah,Detik,Kritik Ekonomi Pemerintah,https://finance.detik.com/berita-ekonomi-bisnis/d-7946297/ekonom-sebut-stimulus-ekonomi-prabowo-tak-sentuh-kelas-menengah,Artikel ini berisi kritik terhadap kebijakan ekonomi Presiden Prabowo yang dinilai belum menyentuh kelompok kelas menengah. Nada pemberitaan cenderung skeptis dan analitis.
6/3/2025,Lima Skema Stimulus Ekonomi dari Transportasi hingga Upah,Tempo,Kebijakan Ekonomi,https://www.tempo.co/ekonomi/lima-skema-stimulus-ekonomi-dari-transportasi-hingga-upah-1632897,Ulasan tentang lima skema stimulus ekonomi lintas sektor — menunjukkan upaya pemerintah menjaga daya beli dan produktivitas. (Tempo)
6/3/2025,Stimulus Ekonomi Dinilai Tak Cukup Pulihkan Daya Beli Masyarakat,Tempo,Ekonomi,https://www.tempo.co/ekonomi/stimulus-ekonomi-dinilai-tak-cukup-pulihkan-daya-beli-masyarakat-1633113,Stimulus fiskal dianggap belum efektif mengembalikan daya beli masyarakat yang menurun akibat inflasi dan tekanan ekonomi global.
6/3/2025,"Alasan Pemerintah Luncurkan 5 Stimulus Ekonomi Rp 24,44 Triliun",Tempo,Ekonomi Pemerintah / Stimulus,https://www.tempo.co/ekonomi/alasan-pemerintah-luncurkan-5-stimulus-ekonomi-rp-24-44-triliun-1628333,"Pemerintah mengumumkan lima paket stimulus untuk menjaga pertumbuhan kuartal II 2025, dengan alasan tekanan global dan perlunya daya beli masyarakat. (Tempo)"
6/3/2025,"OJK Terima 128 Ribu Aduan Scamming, Total Kerugian Rp26 T",CNN,Perlindungan Konsumen / Keuangan Digital,https://www.cnnindonesia.com/ekonomi/20250602195021-78-1235686/ojk-terima-128-ribu-aduan-scamming-total-kerugian-rp26-t,"OJK mencatat lebih dari 128 ribu pengaduan penipuan digital dengan kerugian mencapai Rp26 triliun, menyoroti lemahnya literasi dan pengawasan di sektor fintech."
6/3/2025,Stimulus Belum Optimal Genjot Pertumbuhan Ekonomi Indonesia,Liputan 6,Ekonomi Makro / Stimulus,https://www.liputan6.com/bisnis/read/6041688/stimulus-belum-optimal-genjot-pertumbuhan-ekonomi-indonesia-ini-alasannya,Stimulus ekonomi pemerintah dinilai belum optimal karena penyaluran lambat dan tidak tepat sasaran.
6/4/2025,Apa Itu Deflasi dan Dampaknya,Tempo,Ekonomi Makro / Inflasi-Deflasi,https://www.tempo.co/ekonomi/apa-itu-deflasi-dan-dampaknya-1643261,"Artikel edukasi mengenai fenomena deflasi, yang meskipun jarang di Indonesia, memiliki implikasi penting bagi kebijakan moneter dan konsumsi rumah tangga."
6/4/2025,Video: Ampuhkah Stimulus Prabowo Dongkrak Ekonomi?,CNN,Ekonomi Makro / Kebijakan Fiskal,https://www.cnnindonesia.com/tv/20250604143449-402-1236412/video-ampuhkah-stimulus-prabowo-dongkrak-ekonomi,Video analisis CNN menilai efektivitas program stimulus ekonomi Presiden Prabowo dan mempertanyakan apakah kebijakan tersebut cukup kuat mendorong pertumbuhan jangka pendek.
6/4/2025,Indonesia Ditargetkan Masuk Peringkat Pertama Ekonomi Syariah Global pada 2029,Liputan 6,Ekonomi Syariah / Global,https://www.liputan6.com/bisnis/read/6043083/indonesia-ditargetkan-masuk-peringkat-pertama-ekonomi-syariah-global-pada-2029,Pemerintah menargetkan Indonesia menjadi pusat ekonomi syariah dunia melalui penguatan ekosistem halal dan keuangan syariah.
6/4/2025,"OECD Pangkas Proyeksi Ekonomi Indonesia, Pemerintah Andalkan 5 Paket Stimulus",Liputan 6,Ekonomi Makro / Fiskal,https://www.liputan6.com/bisnis/read/6043389/oecd-pangkas-proyeksi-ekonomi-indonesia-pemerintah-andalkan-5-paket-stimulus,Penurunan proyeksi ekonomi oleh OECD mendorong pemerintah meluncurkan stimulus fiskal untuk menjaga pertumbuhan.
6/5/2025,Antara Efisiensi Anggaran dan Tersendatnya Nafas Ekonomi,Kompas,Ekonomi Pemerintahan,https://money.kompas.com/read/2025/06/05/095146226/antara-efisiensi-anggaran-dan-tersendatnya-nafas-ekonomi?page=all,"Nada negatif, analisis dampak efisiensi fiskal terhadap perlambatan ekonomi."
6/5/2025,Potensi B2C Mengurai Tantangan di Tengah Situasi Ekonomi,Liputan 6,Digital Ekonomi / E-Commerce,https://www.liputan6.com/regional/read/6039738/potensi-b2c-mengurai-tantangan-di-tengah-situasi-ekonomi,Model bisnis Business-to-Consumer dianggap dapat memperkuat ketahanan ekonomi di masa perlambatan.
6/5/2025,5 Paket Stimulus Belum Mampu Topang Ekonomi Indonesia,Liputan 6,Ekonomi Makro / Fiskal,https://www.liputan6.com/bisnis/read/6044317/5-paket-stimulus-belum-mampu-topang-ekonomi-indonesia,Stimulus pemerintah dinilai belum efektif menahan perlambatan ekonomi karena daya serap rendah.
6/6/2025,Luhut Ungkap Digitalisasi sebagai Kunci Bansos Tepat Sasaran dan Efisien,Tempo,Digitalisasi Ekonomi,https://www.tempo.co/ekonomi/luhut-ungkap-digitalisasi-sebagai-kunci-bansos-tepat-sasaran-dan-efisien--1913040,Pernyataan Menko Marves Luhut mengenai pentingnya digitalisasi untuk efektivitas bantuan sosial. Nada positif dan reformis.
6/6/2025,Gibran: Pengembangan Ekonomi Syariah Dorong Ekonomi yang Lebih Adil,Kompas,Ekonomi Syariah,https://nasional.kompas.com/read/2025/06/06/22343661/gibran-pengembangan-ekonomi-syariah-dorong-ekonomi-yang-lebih-adil,"Nada positif, menyoroti inisiatif ekonomi syariah yang inklusif dan berkeadilan."
6/6/2025,Alasan OECD Turunkan Proyeksi Pertumbuhan Ekonomi Indonesia,Tempo,Ekonomi Nasional / Internasional,https://www.tempo.co/ekonomi/alasan-oecd-turunkan-proyeksi-pertumbuhan-ekonomi-indonesia--1663064,"Menjelaskan alasan OECD menurunkan proyeksi pertumbuhan ekonomi RI karena antara lain ketidakpastian kebijakan fiskal, investasi swasta melemah, dan konsumsi rumah tangga lesu. (Tempo)"
6/6/2025,"Makan Bergizi, Potensi Meningkatkan Pertumbuhan Ekonomi Lokal",Liputan 6,Ekonomi Sosial / Pembangunan Daerah,https://www.liputan6.com/jateng/read/6044826/makan-bergizi-potensi-meningkatkan-pertumbuhan-ekonomi-lokal-kok-bisa,Program gizi masyarakat terbukti mendukung produktivitas dan pertumbuhan ekonomi daerah.
6/8/2025,"Mampukah Stimulus Rp24,4 T Dorong Ekonomi Tumbuh 5%?",Kompas,Ekonomi Pemerintahan,https://money.kompas.com/read/2025/06/08/091500626/mampukah-stimulus-rp-24-4-t-dorong-ekonomi-tumbuh-5-persen-?page=all,"Nada netral, membahas proyeksi tanpa tendensi."
6/8/2025,"Kemiskinan Ekstrem di Indonesia Naik Menjadi 15,42 Juta Jiwa",Tempo,Ekonomi Sosial,https://www.tempo.co/ekonomi/kemiskinan-ekstrem-di-indonesia-naik-menjadi-15-42-juta-jiwa-1673311,Data dan fakta kemiskinan ekstrem yang meningkat — menunjukkan tantangan sosial.
6/10/2025,"Mengenal G7, Kelompok Kerja Sama Ekonomi Antarnegara Kaya",Kompas,Ekonomi Global,https://www.kompas.com/stori/read/2025/06/10/190000679/mengenal-g7-kelompok-kerja-sama-ekonomi-antar-negara-negara-kaya,"Nada netral, bersifat edukatif dan informatif, bukan analisis kinerja pemerintahan."
6/10/2025,Pengusaha Minta Prabowo Permudah Izin Investasi Buat Kejar Target Ekonomi 8%,Detik,Investasi & Kebijakan,https://finance.detik.com/berita-ekonomi-bisnis/d-8050995/pengusaha-minta-prabowo-permudah-izin-investasi-buat-kejar-target-ekonomi-8,Berita ini menyoroti harapan pelaku usaha terhadap pemerintah untuk mempercepat izin investasi demi mendorong pertumbuhan ekonomi. Nada mendukung namun realistis.
6/11/2025,Prabowo: Hampir Semua Lembaga Ramal Ekonomi RI Masuk 5 Besar Dunia,Kompas,Ekonomi Politik,https://nasional.kompas.com/read/2025/06/11/13490131/prabowo-hampir-semua-lembaga-ramal-ekonomi-indonesia-akan-masuk-5-besar,"Nada positif, bernada optimis dan nasionalistik."
6/11/2025,"Bank Dunia Pangkas Proyeksi Ekonomi Global Jadi 2,3 Persen pada 2025",CNN,Ekonomi Global,https://www.cnnindonesia.com/ekonomi/20250611054118-532-1238374/bank-dunia-pangkas-proyeksi-ekonomi-global-jadi-23-persen-pada-2025,Bank Dunia memperingatkan perlambatan ekonomi global yang dapat berdampak pada negara berkembang termasuk Indonesia.
6/11/2025,"Suram, Bank Dunia Pangkas Pertumbuhan Ekonomi RI 2025 Jadi 4,7 Persen",CNN,Ekonomi Global / Proyeksi,https://www.cnnindonesia.com/ekonomi/20250611174431-532-1238691/suram-bank-dunia-pangkas-pertumbuhan-ekonomi-ri-2025-jadi-47-persen,World Bank kembali menurunkan prediksi pertumbuhan ekonomi RI akibat lemahnya prospek global dan tekanan domestik.
6/12/2025,"Luhut: CoreTax Sempurna dalam Dua Tahun, Bisa Dongkrak Ekonomi 15 Persen",Kompas,Ekonomi Fiskal,https://money.kompas.com/read/2025/06/12/162410326/luhut-yakin-coretax-sempurna-dalam-dua-tahun-bisa-dongkrak-ekonomi-15-persen,"Nada positif, menyoroti reformasi pajak yang diharapkan meningkatkan ekonomi."
6/12/2025,Luhut: Optimistis Pertumbuhan Ekonomi Bisa Tembus 8 Persen Berkat MBG,Tempo,Ekonomi Makro / Program Sosial,https://www.tempo.co/ekonomi/luhut-optimistis-pertumbuhan-ekonomi-bisa-tembus-8-persen-berkat-mbg-1675788,Pernyataan optimistis dari pejabat bahwa program “Makan Bergizi Gratis” (MBG) akan mendongkrak pertumbuhan hingga ~8%.
6/12/2025,"Ekonomi RI Diramal Cuma Tumbuh 4,7 Persen, Prabowo Harus Apa?",CNN,Ekonomi Makro / Politik Ekonomi,https://www.cnnindonesia.com/ekonomi/20250612062501-532-1238811/ekonomi-ri-diramal-cuma-tumbuh-47-persen-prabowo-harus-apa,Proyeksi pertumbuhan rendah menimbulkan pertanyaan soal langkah kebijakan yang perlu diambil pemerintah baru.
6/12/2025,Luhut Optimistis Pertumbuhan Ekonomi Indonesia Sentuh 8% pada 2028,Liputan 6,Kebijakan Ekonomi / Proyeksi Pertumbuhan,https://www.liputan6.com/bisnis/read/6050406/luhut-optimistis-pertumbuhan-ekonomi-indonesia-sentuh-8-pada-2028,Pemerintah optimistis target pertumbuhan tinggi bisa dicapai lewat hilirisasi industri dan investasi besar.
6/12/2025,Bank Dunia Pangkas Prediksi Pertumbuhan Ekonomi Indonesia 2025,Liputan 6,Ekonomi Global / Lembaga Internasional,https://www.liputan6.com/bisnis/read/6050445/bank-dunia-pangkas-prediksi-pertumbuhan-ekonomi-indonesia-pada-2025,World Bank menurunkan proyeksi pertumbuhan Indonesia akibat pelemahan global dan ketidakpastian investasi.
6/13/2025,Wanti-wanti Sri Mulyani soal Krisis Perekonomian Global,Detik,Ekonomi Global,https://www.detik.com/bali/berita/d-7963502/wanti-wanti-sri-mulyani-soal-krisis-perekonomian-global,"Artikel ini berisi peringatan dari Sri Mulyani mengenai ancaman krisis global. Nada berita waspada dan edukatif, mengajak pemerintah serta publik untuk antisipatif."
6/13/2025,Zulhas Klaim Pembentukan Koperasi Desa Merah Putih Capai 98 Persen,Tempo,Ekonomi Kerakyatan,https://www.tempo.co/ekonomi/istilah-ekonomi-baru-ala-prabowo-serakahnomics-hingga-vampir-ekonomi-2049343,Klaim pencapaian pembentukan koperasi desa sebagai bagian strategi ekonomi rakyat. Nada promosi + skeptis.
6/13/2025,Kadin Indonesia: Jumlah Hari Libur Bisa Pengaruhi Produktivitas Ekonomi,Tempo,Ekonomi Tenaga Kerja / Produktivitas,https://www.tempo.co/ekonomi/kadin-jumlah-hari-libur-bisa-pengaruhi-produktivitas-ekonomi--1685888,Alarm produktivitas: organisasi pengusaha menyebut bahwa frekuensi hari libur dapat berdampak negatif terhadap output ekonomi — menyoroti sisi tenaga kerja dan manajemen waktu.
6/13/2025,"Dorong UMKM, Sektor Produksi Bergairah: BRI Salurkan KUR Rp698 Triliun",CNN,UMKM / Perbankan,https://www.cnnindonesia.com/ekonomi/20250613131643-625-1239373/dorong-umkm-sektor-produksi-bergairah-bri-salurkan-kur-rp698-triliun,BRI menyalurkan KUR dalam jumlah besar untuk mendorong aktivitas produksi UMKM dan memperkuat basis ekonomi rakyat.
6/13/2025,Luhut Yakin Ekonomi Indonesia Tumbuh 8 Persen Sebelum 2028,CNN,Ekonomi Makro / Optimisme Pemerintah,https://www.cnnindonesia.com/ekonomi/20250612115552-532-1238930/luhut-yakin-ekonomi-indonesia-tumbuh-8-persen-sebelum-2028,Luhut optimistis target pertumbuhan tinggi dapat dicapai sebelum 2028 melalui hilirisasi dan investasi besar.
6/13/2025,Pemerintah Harus Lakukan Ini Demi Dongkrak Daya Beli,Liputan 6,Ekonomi Domestik / Konsumsi,https://www.liputan6.com/bisnis/read/6051877/pemerintah-harus-lakukan-ini-demi-dongkrak-daya-beli,Pengamat menilai stimulus fiskal dan subsidi harus diarahkan untuk memperkuat daya beli masyarakat kelas menengah bawah.
6/13/2025,Pengamat Ekonomi Nasional Beberkan Perbedaan Kasino dan Judi,Liputan 6,Ekonomi Sosial / Regulasi,https://www.liputan6.com/news/read/6051563/pengamat-ekonomi-nasional-beberkan-perbedaan-kasino-dan-judi,Artikel edukatif menjelaskan aspek ekonomi dan hukum yang membedakan kasino legal dengan praktik judi ilegal.
6/14/2025,Utang Jatuh Tempo RI Juni 2025 Tembus Rp1.782 T,CNN,Fiskal / Utang Negara,https://www.cnnindonesia.com/ekonomi/20250614171235-532-1239790/utang-jatuh-tempo-ri-juni-2025-tembus-rp1782-t,"Indonesia menghadapi beban pembayaran utang jatuh tempo sangat besar pada Juni 2025, menimbulkan kekhawatiran terhadap ketahanan fiskal pemerintah."
6/15/2025,10 Juta Orang Kaya Indonesia Gemar Belanja ke Luar Negeri,CNN,Konsumsi / Perilaku Ekonomi,https://www.cnnindonesia.com/ekonomi/20250115174634-92-1187574/10-juta-orang-kaya-indonesia-gemar-belanja-ke-luar-negeri,"Sekitar 10 juta warga kaya Indonesia lebih memilih belanja di luar negeri, menunjukkan kebocoran konsumsi domestik dan tantangan bagi sektor ritel nasional."
6/15/2025,Ekonomi Sepekan: Nikel Raja Ampat hingga Investasi RI-Singapura,ANTARA,Investasi / Komoditas,https://www.antaranews.com/berita/4900549/ekonomi-sepekan-nikel-raja-ampat-hingga-investasi-ri-singapura,Artikel rekap sepekan yang membahas perkembangan investasi dan hilirisasi nikel di Raja Ampat hingga kerja sama dengan Singapura.
6/16/2025,Pemerintah Kawal Realisasi Program Prioritas Pendidikan Nasional,CNN,Pembangunan SDM / Anggaran Pendidikan,https://www.cnnindonesia.com/ekonomi/20250613181038-537-1239561/pemerintah-kawal-realisasi-program-prioritas-pendidikan-nasional,Pemerintah memastikan pelaksanaan program prioritas pendidikan berjalan efektif sebagai bagian dari strategi peningkatan kualitas SDM dan pertumbuhan ekonomi jangka panjang.
6/17/2025,Prabowo Bakal Jadi Pembicara Utama di Forum Ekonomi Rusia,Kompas,Diplomasi Ekonomi,https://money.kompas.com/read/2025/06/17/083833926/prabowo-bakal-jadi-pembicara-utama-di-forum-ekonomi-rusia?page=all,"Nada positif, memperlihatkan peran aktif presiden dalam diplomasi ekonomi internasional."
6/17/2025,Pakar Ekonomi Unair: Standar Kemiskinan Indonesia Harus Diperbarui,Kompas,Ekonomi Sosial,https://surabaya.kompas.com/read/2025/06/17/182345678/pakar-ekonomi-unair-standar-kemiskinan-indonesia-harus-diperbarui,"Nada netral–negatif, kritik akademik terhadap ukuran kemiskinan pemerintah."
6/17/2025,Jawa Timur Gerbang IKN: Peran Vital UMKM Dorong Pusat Ekonomi Baru,Kompas,Ekonomi Daerah,https://ikn.kompas.com/read/2025/06/17/090000487/jawa-timur-gerbang-ikn--peran-vital-umkm-dorong-pusat-ekonomi-baru,"Nada positif, menyoroti kontribusi UMKM dalam pembangunan ekonomi wilayah."
6/17/2025,Utang Luar Negeri Naik Jadi Rp 7.030 Triliun,Tempo,Keuangan Negara,https://www.tempo.co/ekonomi/utang-luar-negeri-naik-jadi-rp-7-030-triliun--1725294,Menampilkan angka lonjakan utang luar negeri; peringatan terhadap risiko eksternal dan defisit struktural.
6/17/2025,Prabowo Minta Dijelaskan ke Rakyat soal Ekonomi Indonesia Baik,CNN,Politik Ekonomi / Komunikasi Pemerintahan,https://www.cnnindonesia.com/nasional/20250617185835-36-1240816/video-prabowo-minta-dijelaskan-ke-rakyat-soal-ekonomi-indonesia-baik,"Presiden Prabowo meminta para pejabat ekonomi menjelaskan kepada publik alasan pemerintah menyebut ekonomi nasional dalam kondisi baik, di tengah perdebatan publik soal realitas ekonomi."
6/17/2025,Bank Dunia Sebut Bansos Untungkan Ekonomi RI di Tengah Ketidakpastian,CNN,Ekonomi Makro / Bantuan Sosial,https://www.cnnindonesia.com/ekonomi/20250617105458-532-1240526/bank-dunia-sebut-bansos-untungkan-ekonomi-ri-di-tengah-ketidakpastian,Bank Dunia menilai kebijakan bansos pemerintah berperan penting menjaga konsumsi masyarakat dan stabilitas ekonomi.
6/18/2025,Kritik Keras Sri Mulyani ke WTO: Zaman Now Sangat Kurang Berfungsi,CNN,Ekonomi Global / Perdagangan Internasional,https://www.cnnindonesia.com/ekonomi/20250618121750-532-1241023/kritik-keras-sri-mulyani-ke-wto-zaman-now-sangat-kurang-berfungsi,"Sri Mulyani mengkritik WTO yang dinilai gagal beradaptasi dengan dinamika perdagangan global modern, menyoroti pentingnya reformasi lembaga internasional tersebut."
6/18/2025,"DJP, Polri Bekerja Sama Uber Pendapatan dari Aktivitas Ekonomi Ilegal",CNN,Ekonomi / Hukum Ekonomi,https://www.cnnindonesia.com/ekonomi/20250618113426-532-1241001/djp-polri-bekerja-sama-uber-pendapatan-dari-aktivitas-ekonomi-ilegal,Kerja sama Ditjen Pajak dan Polri untuk menindak serta memonitor aktivitas ekonomi ilegal agar penerimaan negara tidak bocor.
6/19/2025,Strategi Prabowo Perangi “Vampir-Vampir Ekonomi”,Detik,Ekonomi Pemerintahan,https://finance.detik.com/berita-ekonomi-bisnis/d-8023581/strategi-prabowo-perangi-vampir-vampir-ekonomi,Berita politis-ekonomi; Prabowo mengkritik aktor ekonomi rente dan menegaskan komitmen kemandirian ekonomi. Nada tegas–nasionalistik.
6/20/2025,"Kemendag Soal Kiprah Dagang RI Membaik, Surplus dengan Banyak Negara",CNN,Perdagangan Internasional / Ekspor-Impor,https://www.cnnindonesia.com/ekonomi/20250620151305-92-1241954/kemendag-soal-kiprah-dagang-ri-membaik-surplus-dengan-banyak-negara,"Kementerian Perdagangan menyebut kinerja ekspor Indonesia membaik dengan surplus perdagangan terhadap banyak negara, menandakan daya saing ekspor nasional meningkat."
6/20/2025,Kemendag: Dunia Sedang Tidak Baik-baik Saja,CNN,Ekonomi Global / Perdagangan,https://www.cnnindonesia.com/ekonomi/20250620131625-92-1241883/kemendag-dunia-sedang-tidak-baik-baik-saja,Kementerian Perdagangan mengingatkan dampak kondisi global yang penuh ketidakpastian terhadap ekspor dan perdagangan RI.
6/21/2025,"Faktor Ekonomi Jadi Penghambat Pendidikan, Pentingnya Rencana Keuangan",Kompas,Sosial-Ekonomi,https://lifestyle.kompas.com/read/2025/06/21/140500420/faktor-ekonomi-jadi-penghambat-pendidikan-pentingnya-rencana-keuangan,"Nada negatif, menggambarkan dampak ekonomi terhadap akses pendidikan."
6/21/2025,Prabowo Yakin Ekonomi Indonesia Tumbuh 7 Persen Tahun Ini,Tempo,Ekonomi Makro / Proyeksi,https://www.tempo.co/ekonomi/prabowo-yakin-ekonomi-indonesia-tumbuh-7-persen-tahun-ini-1765471,Pernyataan kuat tentang target pertumbuhan ekonomi 7% untuk tahun berjalan — menunjukkan optimisme tinggi dari pemerintah.
